,count,hate_speech,offensive,neither,class,comments
1900,0,0,0,0,2,"Ya kamata a kiyayi ta6a addinin wasu kamar yadda bama so a ta6a namu ba Dan ina goyon bayan su ba,sai Dan kar hakan ya sa su ji haushi suma su ce zasu rama har su kai ga furta wata magana ta kaskanci ga Allah, Annabi saw ko addininmu."
1901,0,0,0,0,2,Ya kamata ayi bincike maiyiwuwa akwai laifin da sukayi domin ruwa baya tsami banza
1902,0,0,0,0,2,Ya kamata ya zama waazi ga masu yi Allah ya shirye mu gabakidaya yasa muyi kyakyawan karshe
1903,3,1,1,1,1,Wai irin wannan matsiyatan jaridun basu da labarin arziqi ne?
1904,0,0,0,0,2,Ya na son ya ci zarafin Sheikh Asadussunnah ne amma sai ya qara labewa da Mahdi. Wlh wanga lauyan ba zai iya da mlm ba. Ya yi hakuri kawai
1905,0,0,0,0,2,Ya rabbu kakawo muna mafita. Akan balain dake faruwa
1906,0,0,0,0,2,Ya Sabon salobane da a jaki akekai Amarya Kaga ansama chigaba
1907,0,0,0,0,2,Ya San yana sonta tun farko me yasa bai aure taba sai yanzu Allah basu zaman lafiya
1908,0,0,0,0,2,"Ya subhanallah , Allah Kenan Allah ya kiyaye gaba amin"
1909,0,0,0,0,2,Ya yi dai dai ya da duk in hillani ke Ta addanci a hana ma su zama daji a wajan.
1910,0,0,0,0,2,Yabanji sunana ba ðŸ˜‚ðŸ˜‚nimafa nayi mulki a kano
1911,0,0,0,0,2,Yafa burgeni wlh daidai ruwa dai dai tsaki
1912,0,0,0,0,2,"Yakamata Masu bada tarihin Kano kudaina danne gidan Fulanin Mundubawa dan kufarantawa wasu rai. Kusan dai tutar jahadi tana hannun Jagoran Fulanin Mundubawa wato Sarkin Kano Suleman Wanda yafito daga wannan zuriya. Amma Malam Ibrahim Dabo da sauran gidajen fulani, Yakamata ku gyara"
1913,0,0,0,0,2,yakamata ki lura sosai
1914,0,0,0,0,2,Yakmata anema masu hakkinsu
1915,3,1,1,1,0,Yan iskan Afirka
1916,3,1,1,1,2,"Yan Karkara sun shiga uku, suna tsakanin yan ta'adda da yan tsaro, yan ta'adda su kashe su don suna zargin cewa su suke ba sojoji sirrin su, kuma sojoji su kama su ko su kashe su, cewa su suke boye yan ta'adda. Irin abubuwan da suka yi mana a Borno State, maimakon su shiga jeji su yaki yan ta'adda sun zo suna rushe gidaje. Duk sun kori mazaunan karkara. Allah Ya Kawo Mana ÆŠauki ðŸ‘"
1917,3,1,1,1,1,"Yan Mata kuja aji ''ki tsufa a gida"". Turawa basa boye soyayyar su akan Wanda sukaji suna kaunaðŸ¤—"
1918,3,1,1,1,1,"Allah ya taimaki sojan Nigeria ya basu sa'a kan makiya, yanzu kusan duk inda kaga gungun fulani, kana tonawa zaka ga AK47 a tsakanin su, ita ma ak tazama sandan kiwo ne, kaji wai antada fulani hamsin da yan kai daga wani wuri wai yazama abin magana, akwai garuruwan da sunfi shekara dari da kafuwa, fulani yan ta adda sun watsa garin sun kashe yara kanana sun yi ma mata fyade kuma sun kashe su daga baya sun kona mutane da ransu. Ba ko tare da sun yi musu laifin komai ba, sa dan an tada wasu mugaye ko kila masu boye yan taadda, kawai sai wani ya bude tsohon bakin shi yana zagin soja"
1919,0,0,0,0,2,Yan Nigeria yansan banxa basaso sukashe kudin su aure yan kasa
1920,3,1,1,1,0,Yan ta'addane
1921,0,0,0,0,2,yan uwa ya kamata mu farka mu gane cewa mufa musulmaine kuma musan cewa wannan kisan da akeyi turawa ke sawa ayi sabida munada arxiki su kuma turawa burinsu dukiyarmu to zasu iya aiwatar da komai sabida suga sun mallaki wannan arxikin na farko sun saye shuwagabanninmu na biyu suka wadansu malamai shiyasa zakaji ana zalimci amma kowa yayi shiru hmm kowa yasan matsalar wannan qasa amma baisan mafitaba to wlh akwai mafita kuma insha allah kowa zai nemeshi anan gaba amma da farko kafara tambayar kanka ya akayi fulani yasamu bindiga 1
1922,2,1,0,1,0,"Haka matan ma inji wani Malami yace indai ka samu tsohuwar karuwa wadda ta tuba ka aura, za kaga soyayyaðŸ˜‚ðŸ˜‚ðŸ˜‚"
1923,3,1,1,1,1,"Gaskiyanki Kuma ai kunfi son Yan iska saboda iya soyayya da kyale, kyale."
1924,3,1,1,1,0,Yan uwammu suka ja masu. Nan gaba kadan duk wani bafillatanin daji bakin jini zai yi. Jahilan fulani sun jaza mana bakin jini da bakin ciki. Allah Ya shirye mu baki daya. Aamin.
1925,3,1,1,1,1,"Kodai ke ma ""yar iskan ce mutura ki gurin safara""u"
1926,0,0,0,0,2,Yan uwan susukakwuo. Masu
1927,3,1,1,1,1,Dan iskan Maza ko â€¦Dan iskan ma Allah yasa mai Shan wiwi ne â€¦ya gama daukan ya tabge ki
1928,0,0,0,0,2,Yan uwansu sukajamusa
1929,0,0,0,0,2,Yan uwansu yan taada suka has masu
1930,0,0,0,0,2,Yan uwansune suka jamusu. Allah shikyauta Allah ya Basu wani matsugunin in na kirkinaðŸ™
1931,3,1,1,1,1,"Wannan labarin naku na suka ne, menene na yin bayani yanda suka kai shekaru 52, wadanda su suka tad da su me yasa ba ku fadin adadin shekarun da suka yi suma,shirme kawai, Allah ya zaunar da kasar mu Najeriya lafiya."
1932,0,0,0,0,2,Yan uwansune suka jamusu. Allah shikyauta Allah ya Basu wani matsugunin in na kirkinaðŸ™
1933,3,1,1,1,1,Yanda sukahanamu zamanlafiya allha ya hanasu zamanlafiya ta ko wache hanya
1934,2,0,1,1,1,Yanxu haka anje anatashan jubga wajen su na WALAKIRI Allah y kara nauyin kasa
1935,2,1,0,1,1,Allah Sarki ashe direban tasi har ynx baka fahimci rayuwa ai bama wannan ta gabama da zakayi indai yadda kuka fara data baya haka zaka sake sun dinga tafiya suna barinka mahauci ka tafi ka tara abun duniya ka zauna za a kawo muka su sun 1000 billahillazi Saika zaba nima da haka ake sai daga baya Allah ya dorani akan gaskiya yanzu qoqarin neman duniya da lahira nakeyi
1936,2,1,0,1,2,Yanxu kuma waÉ—an nan fulani ina zasu saka kansu 52 years suna zaune amma lokaci daya azo atashesu ya xasu kenan? Sojojin daya kamata su shiga cikin jeji su kamo 'yan ta'adda amma sun kasa saboda zalinchi kuma sai suzo su rushe gidajen mutane haka kawai. Sukuma 'yan ta'adda suna chan su É“arnarsu yadda sukaga dama bawanda ya isa ya hana su. Yanxu irin wannan ce takesa wasa suke shiga irin waÉ—annan kungiyoyi na 'yan ta'adda domin a tashesu basu da inda zasu koma babu abunda sukayi
1937,0,0,0,0,2,Yanzu ahakan saiduniya tacewai musulmai mune kuma yanta adda ko Allah yakarawa kasarmu zaman lafiya amin
1938,3,1,1,1,1,Yanzu haka sunzama 'Yan gari A jahannama
1939,0,0,0,0,2,Yanzu kenan arewa akwai man fetur Amma baa hakoshiba sai yanzu
1940,3,1,1,1,0,yanzu kuma sunzama magguzawa tunda andena tsoron Allah ankoma hassada
1941,0,0,0,0,2,Yanzu ne an fara sanin rashin doka da ba sa wa Fulani yana da illa
1942,3,1,1,1,0,Yanzu takai da ko muryar bafulatani naji sai gaba na ya faÉ—i Allah ya yi mana tsari Dan kuka me Jawa uwar shi zagi
1943,1,0,1,0,2,Yanzufa yawancin Fulanin dake jeji bata garine muda muke na kirkin duk mundawo cikin gari
1944,0,0,0,0,2,"Yanzun sun yi bincike sun gano yan ta'adda ne, ko suna baiwa yan ta'adda mafaka, da zasu yi musu haka?"
1945,0,0,0,0,2,YARA Anyi muku chass ðŸ‘ˆðŸ˜€
1946,0,0,0,0,2,Yaran su suka ja masu da kuma rashin baiwa y'ay'an nasu tarbiyya wadda imani zai dabaibaye zuciyar su.
1947,0,0,0,0,2,"Yarigani kenan saboda nikaina inashirye shirtan Kai wanan malamin hasadun Sunna gaban koto domin yana,shiga hurinin dantakaramu na shugaban kasa ahamed bola tunumbu Amma zamu saurara muga yanda wanan Shari,an zatakaya kafin mudauki matakin namu Karan agaban kotu,"
1948,0,0,0,0,2,"YArIma NUr wannan gaskiya ne, wasu ke jawa wasu"
1949,0,0,0,0,2,Yarufama kanshi asiri ðŸ¤—ðŸ¤— daman inkanaso kamorema rayuwarnan to katsaya inda Allah ya ajeka ðŸ¤—ðŸ¤— baruwanka da karya to inkai haka zakazauna lafiya ðŸ‘ðŸ‘
1950,0,0,0,0,2,Yauwa allah yamaka albarka ango kagakayi maganin masu karamaka aiki allah kahutarda kowa
1951,3,1,1,1,0,Yawanci sune informers
1952,0,0,0,0,2,Yayansune suka jawomusu
1953,0,0,0,0,2,"Yaye daidai, Allah kara basu sa, a amin"
1954,2,1,0,1,1,Oh Allah nah Dan'Adam kenan toh meye naku aciki banda Hassada da Gulma
1955,0,0,0,0,2,"Yayi dai dai ayi dama abinda ka shuka shi zaka girba,,"
1956,3,1,1,1,0,Yayi dai dai fullani yan banxane wlh duk indazakaga dan garinasu to wlh dawuya kaga ba dansu cikin barai
1957,0,0,0,0,2,Yayi dai dai sai dai muce Allah kara buda mana
1958,0,0,0,0,2,Yayi dai dai yanda mutane suka rena da muzanta shuwagabani babu dadin ji ko kadan
1959,3,1,1,1,1,gaskiya munada munafin ci sosai ina ruwanku da wayarta
1960,3,1,1,1,1,Wannan sawa ido ne wlh kuma da kyashi da hassada idan ba haka ba ina ruwan ku da wayar ta? Kowa yayi ta kan shi mana ka tsaya a matsayin ka kawai idan ba haka ba wlh bakin ciki zai kashe ka domin dole ne kaga wasu sun ci gaba a rayuwa ko baka so. Allah ka tsare mu da kyashi da hassada tir !!!
1961,0,0,0,0,2,Yayi daidai hakanan kayi mu yanzu baruwanmu da fulani
1962,0,0,0,0,2,YAYI daidai TABARAKAL'LLAHU MAA'SHAA ALLAHU
1963,0,0,0,0,2,Yayi daidai wanga matakin da su ka dauka
1964,3,1,1,1,1,To Dan iska dama ai dole ya yaudare ki da kalamai masu ratsa jiki domin ba mai gaskiya bane wasun ku mata ciyawa bata kayar daku sai yaryadi kin gane ko
1965,0,0,0,0,2,"Yayi daidai wllh, ubangiji allah yaqara dau'kaka addinin musulinci"
1966,3,1,1,1,1,Yayi daidai! Kara mu rabu da ya'ya'n Kuka.
1967,3,1,1,1,0,Yayi de de sune duka jawowa kansu wlh de de ne yan ta adda ne wlh allah gasu kuma jahi lai de de ne sojoji sukayi
1968,3,1,1,1,1,Hm kuna bata lokacinku da datarku akan wata sakarai
1969,0,0,0,0,2,Yayi kyau daidai ruwa dai dai gari
1970,0,0,0,0,2,Yayi kyau matuka Allah ya tsare
1971,3,1,1,1,1,Aikin banza kawai kowa yaji da Abinda ya dame shi
1972,0,0,0,0,2,"Yayi kyau, saura na hanyar KADUNA"
1973,3,1,1,1,0,Yayi musu uban me ? Ai kawai a kwace license din munafiki
1974,3,1,1,1,1,"Inbazakuyi mata adu,a ba kuyi shiru wllh kowa yasamu yanaso yan bakin ciki kawai fadi alheri kokayi shiru mehaka"
1975,0,0,0,0,2,Yayididi Allah yataimaka
1976,3,1,1,1,1,"inshiga rudani, saboda kinkasa gane banbancin soyayya da surutun banza"
1977,0,0,0,0,2,Yayikyu Allah sa sucigiba da yin haka
1978,0,0,0,0,2,"Yin aure ba ra'ayi ba ne lokaci ne kamar yadda Allah ya kayyade lokacin mutuwa haka shima aure yake, idan Allah ya kawowa mace lokacin wllh duk kiyayyata da shi kome take aikatawa wllh sai ta barshi tayi auren nan, idan Kuma Babu yin auran a cikin qaddarar rayuwarta haka zata koma ga ubangijinta. Ba don Allah baya sonta sai dai haka ya ga dama ya barta. Allah ya sa muna daya daga cikin wadanda zamuyi aure kuma mu mutu a dakin mijin mu. Ameen ya hayyu ya kayyum."
1979,0,0,0,0,2,"Yin hakan bazai hai farda zaman lafiya a tsakanin al,umma rushe.bai kamata surushe gidajen su batareda hujja mai karfi.don kuwa baza,a taru azama daya"
1980,3,1,1,1,1,Yo to hirme kenas ðŸ˜¥ Keda Yan Bayan sunyi Haka ai Da Yanxu Babu ko Labarin Kakarki Egiya ðŸ™„ðŸ™„
1981,0,0,0,0,2,Yo wannan ai chass kenan...Amma me zanyi da gyatuma
1982,0,0,0,0,2,Your Excellency karka yarda abaka hakuri. Sai an ahukuntasu haka yazama izna ga sauran mutane
1983,0,0,0,0,2,Yusif Musa Ba Fulani ba sullube NE
1984,0,0,0,0,2,Yusuf Aliyu Sani Ghahahhh
1985,0,0,0,0,2,Yusuf Idris Abubakar Abubakar idan akwai wani babban mutum a cikin su zai. Iya Neman hakimchi ko sarkin Kano idan ta fado
1986,0,0,0,0,2,Yusuf Idris Abubakar Abubakar yaya akayi ko ka gamsu
1987,0,0,0,0,2,Zai rage CeCe kucen gidan biki
1988,0,0,0,0,2,Zaiko ji kunya don lauyoyin da zasuje kyauta su kare malam su sukafi yawa
1989,0,0,0,0,2,Zainab Adam billahillazi ni tundah nariki Allah nafi karfinsu
1990,0,0,0,0,2,Zak'wan Ibrahim Balle suwa kenan?
1991,0,0,0,0,2,"Zaki gudu da kafafuwan ki indai nigeria ce , even the citizens are suffering"
1992,0,0,0,0,2,Zaluci baya dorewa ayi de mugani anbar jaki a nadukan tiki Allah yasakawa woda a kazaluta
1993,3,1,1,1,1,Zalumcine kawai
1994,3,1,1,1,1,Zalunchinbanza Ayimugan I Intusazatahurawuta
1995,3,1,1,1,1,"Zalunci baxai dore ba dai, shi gandujen baya zagin wasu ne, mai kukayi masa, munafukai kawai!!!"
1996,3,1,1,1,1,"Zalunci da rashin son gaskiya ne,ka dauko laifin wasu ka yaba ma wasu alhalin suba hakanbane."
1997,3,1,1,1,1,Allah ya Kara basira
1998,3,1,1,1,1,Zancan banza insha allah babu kai ba mulkin kasar nan...Yarabawa masu kolo kolo
1999,1,0,1,0,2,gaskiya kayi kuskure don kuwa bazaka karaba don ni ma aikicine duk yanda zanyi nabi duduginka saika shiga hannu wlh dun irinkune masu tada zauneseye
2000,0,0,0,0,2,yaro kenan zakaga cika aiki
2001,0,0,0,0,2,Kai Nigeria 🇳🇬 🇳🇬
2002,0,0,0,0,2,Su rufawa kansu asiri domin ta dalilinsa ne da yawa daga cikinsu suka zamo yan majalissar
2003,3,1,1,1,2,Kada dama ruwa.Da ikon Allah sai kayi shugaban kasa.
2004,0,0,0,0,2,Hmmm Kaduna fa Muna Nema muxama kanawaAllah shi kyauta
2005,0,0,0,0,2,Dan Allah sukyale mln yashakata
2006,3,1,1,1,2,Mai KaratuInsha Allah zaka auri abokiyar zama da zata zamo sanadin shigar Aljannarka.
2007,0,0,0,0,2,"Yau Yake cika shekara 11 da Rasuwa ga irin baitukansa.Ya Rasulu Barka da Warhaka Ɗaha je kahuta Dan Allah,Sannu Masoyinmu ba kamar kaf A Wajen Allah,Ɗaha muna Sonka Ƙara bamu dan girman Allah,Ya Rasulu Munsan Ka Ƙarɓa Muna Godiya Manzon Allah!!!Ya Mahamudu Yake!!! Girgije Yakeyi mai inuwa ko ina ya motsa zai bishi! Bishiyoyi sun zo mar da jikiyarsu Ɗaha su gaishe shi!Ubal Gunkin Ka'aba ya yabashi ya kuma gaishe shi!Barewa Tay murna da ""ya yanta don Albarmar shi!Zaki Yay Hidima da kamun kafa da sahabin shi!An mutu Yayi kira Aka maida ran da Girman shi In Mustapha ya biyo hanya tin a nesa zakaji Ƙamshi shi Rijiya baya saka goga saidai ruwan ya taho gun shi!An bashi riga tayi yawa da sawa ta koma daidan shi! A gidansa ba a sa fitila misubahu domin hasken shi!Rana Wata taurari du sun samu ne daga Hasken shi! Ya Rasulu ka take matsayiy komai tabaraka ya bashi.In yay haka takalmasa sai dai su zo har sahun shi!Shine ya koyar aka koya aka kasa gane sunan shi!Shi yacewa rana dawo Ranar tadawo domin shi!Shine akai wa aljanna kwalliya da zanen sunan shi!Yatsunsa ne suka bada ruwa duban mutane sun sha shi!Tin yana ciki dabbobi suke bibiya don gaishe shi!.Ba Irinka bane ba kalarka bane kai katsaya kaji Manzonmu Sallallahu alaihi Wasallama ❤️Ya Allah duk wanda ya karanta waɗannan baitukan yayi share Allah kasa dashi da wanda akai wa baitukan Sayyadina Rasulullah 🤲🏿"
2008,0,0,0,0,2,Mai gsky Aikin shi baya 6aci Allah ya kara Kare mana Kai daga Sharrin makiya Ameen kayi mun Gani Malam Nasiru Ahmed El-Rufa
2009,0,0,0,0,2,Allah yataimaki malam kafi karfinsu👆
2010,3,1,1,1,0,Shege bijahi Annabi (s) sai Allah yawulaqantaka tun aduniya matsiyaci tsinannan Allah ta'ala dan ta'adda yautai mugun tsuntsu
2011,3,1,1,1,1,EFCC Ne zasu gayyace Ko Majalisar? 🙄
2012,0,0,0,0,2,Kaduna Ta malam ce.
2013,2,0,1,1,2,Mutanan da ko yazo babu mai iyah maganan mai Amfani wani mah yaban shi zaiyi da sunan yayi mocking nashi 😂
2014,0,0,0,0,1,"Bamajin Tsoron Hakan, Malam Ta Allah Ba Tasu ba"
2015,0,0,0,0,2,Ai Malam Nasiru Ya Sha Gaban Su Da Yardan ALLAH 🤲
2016,3,1,1,1,2,Hakan yayi kyauDon ALLAH bukatar ya gaggauta tasowa su tasa mana shi gidan gyaran hali.
2017,0,0,0,0,1,Wai mutum da yace baya tsoran duk wata Kotu Amma Yau shine yake so Kotu ta Hana a bincike shi
2018,3,1,1,1,2,Zamani
2019,0,0,0,0,2,Kuma zai zo domin shi Malam ba matsoraci bane
2020,0,0,0,0,2,Duniya zancen banza.ALLAH yasa mu wanye lahiya.
2021,0,0,0,0,2,Malam Nasiru El-rufai sai ta Allah 👌
2022,0,0,0,0,2,Allah ya rabamu da son zuciya
2023,0,0,0,0,1,zaku iya kuwa ai mun ga kamar matane suke mulkin mu A kaduna
2024,0,0,0,0,2,Elrufa'i bawan Allah mutumin kirki adili jajirtacceUba sani yachi amanarka Kuma insha allahu bazaiyi nasaraba
2025,0,0,0,0,0,"Kushaqe Shege Yana Cikin Wanda Suka Jefa mu cikin Mawuyacin Halinda Muke Ciki a Yanzu 😡😡😡😭Anan Yayita tada jijiyan wuya wai atatam Sai Bola Tulumbu, yoo gairinta nan Babu mukami sai kuma cin Mutunci a cikin jihar sa ✍️🚶"
2026,0,0,0,0,2,"Hhhh ya Ginaku Kuna mishi butulchi chin,Amana baya dorewa🧏"
2027,0,0,0,0,2,Wai wannan tsohon maiyake nufine ?
2028,0,0,0,0,2,Kuma Dolensa yaje ba 😎
2029,0,0,0,0,0,Mufa mun fara zargin akwae wadanda basaso abincike shi acikin wannan Gomnatin ta Uba Sani sbd basa so nasu kunun yayi tsami📰
2030,0,0,0,0,2,Allah ya kyauta 💯
2031,3,1,1,1,0,"Wannan jahilci ne da dabbanci, da rashin adalci, da rashin Imani, da rashin tunani wllh 👌Ansan wa,inda keda lafinnan baza,a bincikesu a hukuntasu ba kaitsaye sai adinga Neman 6atama manyan mutane suna akafafen yada labarai 🙄"
2032,3,1,1,1,1,Ni mutane har mamaki suke bane saboda tausayawa El Rufa'i da suke.Yanzu mutanen kaduna har kun manta irin bakin zaluncin da yayi.Aje wannan ma mutum ya sachi kudin al umma amman al ummar che zata dinga bashi kariya.Wacce irin lalacewa mukayi a wannan kasar tamu Nigeria.
2033,0,0,0,0,0,Ahmed Umar Faruk wai Yau tsohon mai garine Ake qalubalanta sorry tsohon mai gari🤣🤣🤣 mukam muna gefe guda muna kallon ya zata kaya Domin duk kanwar jace🥰🥰
2034,0,0,0,0,2,Allah yabamu rai da lafiya
2035,0,0,0,0,2,"Jama'a mu guje Allah ya isan mutanan da aka zalinta, a lokainci mulkin sa ya zalinci bayin Allah sosai?"
2036,0,0,0,0,2,"Ciki da gaskiya, wuk'a ba ta huda shi, muddin dai majalissa ta gayyaci El-rufa'i, zai je domin kare kansa daga zargin sama da fad'i da a ke yi masa"
2037,0,0,0,0,2,Shugaban kasar mu na Gobe.Insha Allah
2038,0,0,0,0,0,Allah yasa Su titsiyeshi tunda ba ....
2039,0,0,0,0,2,Malan el rufai mai allah
2040,3,1,1,1,1,Ku tana dar masa shayi* domin da ganin wannan baki akwai shan shayi👆
2041,0,0,0,0,0,Kwaji dashi muna fukae Stinannu yanbura uba shegu mastiyata muna fukae Stinannu da mulkin APC sai dae Allah ya isah wlh bazamuya mukuba Stinannu yabura uba shegu mastiyata muna Allah wadae
2042,3,1,1,1,0,Ok.shima barawon ne?
2043,0,0,0,0,2,"Kaɗan daga cikin ayyukan ƴan siyasar Kasar nan, Allah ya kyauta"
2044,3,1,1,1,2,Ubangiji Allah Ya Kyauta
2045,3,1,1,1,2,Yakamata kuyi hakan cikin gaggawa Dan yafara Amsa tambayoyi kafin yaje kabari ☠️☠️ga kayan Aikin chan🔨🔨🔨
2046,3,1,1,1,2,Allah ya Farantawa Duk Zuciyar dake Ƙaunar𝘼𝙣𝙣𝙖𝙗𝙞 𝙈𝙪𝙝𝙖𝙢𝙢𝙖𝙙 𝙎.𝘼.𝙒 💙💖
2047,0,0,0,0,2,A siyasar arewa bamu da kamar kwankwaso da El rifai  da kuma sule lamido  Amma yau naso aci mutincinsu Yan arewa suna mura yanxu idan Dan kaduna Yana da hankali El rufai ko iya zaman lfy da yayi silar zuwan sa kaduna yayi murna amma saidai fahimta fuska sumafa masu tuhumar masu lefine kuma suma da yawansu barayine
2048,0,0,0,0,2,Mallam Alhaji Nasiru El'Rufai ✊
2049,0,0,0,0,2,Allah ya kawo mana karshen mulkin siyasar bautarwa da jari hujja ta Najeriya.
2050,3,1,1,1,2,"Kaduna takace Malam Allah ya karamaka lfy da Nisan kwana, Duk Wanda ya ja da kai Sai ya Fadi warwas, kayi mungani Kuma munyaba, kukuma tarkace da uban gidan naku kunci taliyar karshe ehe."
2051,0,0,0,0,1,"Ɗan Allah ku sake wa Malam marra yayi fitsari kaman yadda kowa yakeyi haba da Allah.Uba Sani wlhy Allah kabi harkanan a hankali, kaga dai yadda ganduje ya lalace dayaci Amanar Jagora kwankwaso koh? Toh Ina jiye maka Irin wanan lalacewar Allah kuwa."
2052,0,0,0,0,2,kama su malam
2053,3,1,1,1,2,Duniya Kenna Abin da kayi shi zaka girba Allah yasa muhuce lafiya
2054,0,0,0,0,2,Toh
2055,3,1,1,1,2,To shi yan' rufa'i tsoron mai yakeyi
2056,3,1,1,1,2,Mu Katsinawa ba ruwanmu da wasan yara 
2057,3,1,1,1,2,🤓🤓🤓Mal. Ko Gobe Kaine Gatansu
2058,0,0,0,0,1,Malam Nasiru kaga takan ka dama hausawa na cewa makashin ka na tareda kai nidai shawara ta gare ka shi kaje kasamu gwamna uba sani ku sasanta kanku
2059,0,0,0,0,0,Matsorata ne ku Wallahi! Idan Bukatan hakan ta taso? Ashe bukatan hakan bai taso ba ne kuka soma wadan nan Zantukan da surutai.Shi yasa Comrade Shehu Sani Yace dashi ne Gwamna sunan shi kawai yaji an kira sai ya dawo duka kudaden nan.
2060,0,0,0,0,0,Munafukan Allah ta'ala sai kunkar6i sammaci ayanzun haka bakyalewa zamuyiba sunji ammakasu koto basuda tacewa malam nasiru elrufai yafi karfinku dagaku har masu daukar nauyinku Kuma insha Allah sai malam nasiru elrufai yazama shugaban kasar Nigeria A 2027
2061,3,1,1,1,0,Shine sun chakoshi Kenan
2062,0,0,0,0,1,duk mai neman biyan bukata a wajan allah swt allah Ubangiji ya amsa masa alfarmar sayyidina Rasulullah saw 🙏🙏🙏🙏🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲♥️♥️♥️♥️♥️
2063,1,0,1,0,1,Allah dai ya kyauta
2064,0,0,0,0,1,Sai dai nace Allah ya fidda Ku domin el rufai a shirye yake da duk tuhume tuhumen ku
2065,0,0,0,0,2,Hakan yayi min dadina da gobe saurin zuwa
2066,0,0,0,0,2,Insha allah dan alkaline gwamnan gombe 2027
2067,3,1,1,1,0,Mln yafi karfin ku karnukan yan majalisu Allah waddai 👌
2068,0,0,0,0,2,Kaduna na kukan rashin jajirtaccen gomna Muna kewan haziqin shugaban mu Malam Nasuru Ahmad
2069,0,0,0,0,0,"Tabbas Ranar da Majalisar Jihar Kaduna zata gayyaci Tsohon Gwamnan Jihar EL-RUFA'I akwai kallo.Saboda za,a yamu,tsa fatar Baki."
2070,0,0,0,0,0,Shida yace yaNada amsar da zaiba Allah (SWA) akan cutar da mutanan da yayi da rusa masu kasuwannin da yayi da hanasu Sallah da yayi Bayijin tsoron Allah ballantanaWasu Yan majalisa
2071,0,0,0,0,0,Malam yapi qarpin yan iska in Sha allah
2072,3,1,1,1,0,"Wanda basa shaye-shaye sunfi kowa Shan wahala a kasarnan, saboda a cikin hayyacinsu Ake Basu wuta😂🔥🔥🔥"
2073,3,1,1,1,2,Kisan Baki sai Gaiya. Allah ya Taimaki malam
2074,3,1,1,1,2,Rayuwa kenan… zasuji kunya in sha Allah.. time kwana nawa ne suma zasubar wajen.. kamar yadda kabari.. what goes around comes around
2075,3,1,1,1,2,Ale Nasiru guda za'a gayyato🤔
2076,3,1,1,1,0,In kasan kai sata ka gudu masu gudu şu gudu 🤩
2077,0,0,0,0,0,Tsakanin su ne dai
2078,0,0,0,0,1,Yayi barazana anmaida mai da martani😂😄
2079,3,1,1,1,0,Yanzu Wani fah baya so yaji ana wannan mgn ko ? Sbd kin gsky kowa yasan masu mulkin Nigeria azzalumai gaba daya amma wani mahaukaci gani yake ko a lahira babu abinda Allah zai musu sbd ana bashi 10k duk wata
2080,0,0,0,0,2,"MemeFi sunyi updating na fuskar app 🎮 ɗinsu.Wannan ya biyo bayan korafe-korafe da aka tura musu na wahalar da ake sha wajen shigar da daily combo. Yanzu dai komai ya fito fes, kuma muna musu fatan alheri."
2081,0,0,0,0,2,"Allaah ya Tsare El-rufai Sharrin ku, Jahili da Azzulumi ke tsoron gayyata Shiko Mallam Ilimi nai har ya baci Kuma Baya Zalunci."
2082,0,0,0,0,2,To Allah ya tabbatar da gaskiya ga mai ita.
2083,0,0,0,0,0,"Karya kukye yan talakawa Allah (swt)zai bashi cikakkyeyar taimako akan abinda kukye zarginsa na karya,kunyi haka ne don siyasa kuma Allah (swt)ba zai baku nasara ba"
2084,3,1,1,1,2,Kunata Jan Kafa ku gaiyyache shi mana yanxu ayi komai takare
2085,0,0,0,0,0,"Elrufa'i babu abinda zamucemaka sai fatan alkhairi da kyakyawan adua. Bawan Allah Mutumin Kerki, Adali gashi Jajirtacce wajan aikinsa, ku makaho yazo Kaduna, Zaria da Kafanchan yasan kaye aiki."
2086,0,0,0,0,2,Wallahi wallahi wallahi baza a iya kamashiba. Saboda yayima jahar kaduna aiki. Don haka yasha gabanku. Bazaku iya dashiba. Ubangiji yakarama sa lfy da nisan kwana Alfarman Annabi SAWW
2087,0,0,0,0,2,Allah ya kawo mana zaman lafiya da yalwar rayuwa a Nijeriya 🇳🇬
2088,3,1,1,1,2,Ga wadanda basu fahimci me akayi anan ba bari in yi maku bayanin abin da ya faru dalla-dalla daga farko har karshe...see more
2089,0,0,0,0,0,Yace muku mene?Kuna hauka ne?
2090,0,0,0,0,2,Shi kuma wann a wane gari yake 🤔
2091,3,1,1,1,2,"Ga wannan Yan wasu Referral kawaii zaka kawo Kayi Withdraw din Tom Dinka Basai Kayi mining ⛏️ Ba , 👇👇https://t.me/Simple_Tap_Bot/app?startapp=1716221404691"
2092,0,0,0,0,2,Sai malam Allah yakaramaka lafia da tsawon kwana ya malam. Mudai munga kokarinka yau munacikin shekara  ta takwasa muna bin hanyar abuja zuwa kano lafiya lau ba fadan kabilanci ba wulakanta matafiya ba cinmutunci duk wani bakin kafiri mai muzgunawa matafiya ko masu kashe yan uwa musulmai duk kayi mana maganinsu Allah yakareka daga sharin miyagun bayi
2093,3,1,1,1,0,"Sai ya fito da kuɗin jahar Kaduna, domin ya durkusar da yan kasuwa jahar Kaduna"
2094,0,0,0,0,2,Allah ya saukaka mana yakuma zaunar mana da kasarmu lpy
2095,3,1,1,1,2,Allah ya kyauta
2096,0,0,0,0,2,yanzu akafara indai barace
